mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_min_child_weight,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
0.07277997334798177,0.003674890296308655,0.003992716471354167,0.0015497106201296336,0.8,0.1,6,1,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 6, 'min_child_weight': 1, 'n_estimators': 100, 'subsample': 0.8}",0.75,0.7374631268436578,0.7582089552238805,0.7485573606891794,0.008530660581348421,8,0.9985486211901307,0.9985443959243085,0.9985443959243085,0.9985458043462492,1.9918094100869193e-06
0.11139512062072754,0.009722244250932736,0.004010995229085286,0.0013927840708596478,0.8,0.1,6,1,200,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 6, 'min_child_weight': 1, 'n_estimators': 200, 'subsample': 0.8}",0.7522935779816514,0.7426900584795322,0.7559523809523809,0.7503120058045215,0.005592689905185089,4,1.0,1.0,1.0,1.0,0.0
0.047197977701822914,0.0013435617870051662,0.0028923352559407554,0.0010913832156898794,0.8,0.1,6,3,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 6, 'min_child_weight': 3, 'n_estimators': 100, 'subsample': 0.8}",0.72,0.7289156626506024,0.7633136094674556,0.737409757372686,0.01867492838247067,12,0.9782293178519593,0.9882697947214076,0.9827586206896551,0.9830859110876741,0.004105535547279077
0.0822301705678304,0.013426644760047913,0.0029768943786621094,0.0010670296830698318,0.8,0.1,6,3,200,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 6, 'min_child_weight': 3, 'n_estimators': 200, 'subsample': 0.8}",0.7484662576687117,0.7455621301775148,0.7582089552238805,0.750745781023369,0.005408802454127717,3,1.0,0.9985443959243085,0.9956458635703919,0.9980634198315669,0.001809812055297825
0.08673715591430664,0.016031293834244394,0.004147529602050781,0.0014886575935908015,0.8,0.1,10,1,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 10, 'min_child_weight': 1, 'n_estimators': 100, 'subsample': 0.8}",0.7484662576687117,0.7352941176470589,0.7598784194528876,0.7478795982562194,0.010045068467319925,9,1.0,1.0,1.0,1.0,0.0
0.10808682441711426,0.004999336586978318,0.005452156066894531,0.0010298558897954327,0.8,0.1,10,1,200,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 10, 'min_child_weight': 1, 'n_estimators': 200, 'subsample': 0.8}",0.7439024390243902,0.7374631268436578,0.7673716012084593,0.7495790556921692,0.012852942394698978,5,1.0,1.0,1.0,1.0,0.0
0.05203040440877279,0.0037975382845384493,0.0036172866821289062,0.0010150028785426786,0.8,0.1,10,3,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 10, 'min_child_weight': 3, 'n_estimators': 100, 'subsample': 0.8}",0.71875,0.7261904761904762,0.7567567567567568,0.7338990776490778,0.016445775387162187,14,0.9912536443148688,0.9941520467836257,0.9942028985507246,0.9932028632164064,0.0013784622398740048
0.07498900095621745,0.0038767658826675735,0.0033043225606282554,0.001401899519599954,0.8,0.1,10,3,200,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 10, 'min_child_weight': 3, 'n_estimators': 200, 'subsample': 0.8}",0.7204968944099379,0.7596439169139466,0.7678571428571429,0.7493326513936758,0.020663815890220434,6,1.0,0.9985443959243085,0.997093023255814,0.9985458063933742,0.001186768705316211
0.04255938529968262,0.0031484170632129476,0.0028510093688964844,0.0008311303128277605,0.8,0.3,6,1,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.3, 'max_depth': 6, 'min_child_weight': 1, 'n_estimators': 100, 'subsample': 0.8}",0.74375,0.7321428571428571,0.7530120481927711,0.7429683017785428,0.008537723070839791,10,1.0,1.0,1.0,1.0,0.0
0.06231379508972168,0.008371028898303092,0.004797776540120442,0.0029134616025117913,0.8,0.3,6,1,200,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.3, 'max_depth': 6, 'min_child_weight': 1, 'n_estimators': 200, 'subsample': 0.8}",0.7522935779816514,0.7396449704142012,0.7687687687687688,0.7535691057215405,0.011923901372475875,2,1.0,1.0,1.0,1.0,0.0
0.026651302973429363,0.004382713525309303,0.0015962918599446614,4.692843765765973e-05,0.8,0.3,6,3,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.3, 'max_depth': 6, 'min_child_weight': 3, 'n_estimators': 100, 'subsample': 0.8}",0.7151515151515152,0.7256637168141593,0.7696793002915452,0.7368315107524065,0.023620041689981313,13,1.0,1.0,0.9985486211901307,0.999516207063377,0.0006841865323527148
0.06015133857727051,0.0024562494605054495,0.003922065099080403,0.0012378164582418217,0.8,0.3,6,3,200,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.3, 'max_depth': 6, 'min_child_weight': 3, 'n_estimators': 200, 'subsample': 0.8}",0.7190332326283988,0.7142857142857143,0.7917888563049853,0.7417026010730329,0.03546932435193119,11,1.0,1.0,1.0,1.0,0.0
